v,omega,x,y,phi,xr,yr,phir,delta
0.0458,0.0340,57.0625,-0.5881,0.0768,57.2997,-0.5254,0.0849,0.0177
0.0452,0.0336,57.1621,-0.5796,0.0775,57.3997,-0.5169,0.0854,0.0174
0.0447,0.0332,57.2617,-0.5709,0.0781,57.4997,-0.5083,0.0859,0.0172
0.0442,0.0328,57.3614,-0.5622,0.0788,57.5997,-0.4997,0.0864,0.0170
0.0436,0.0324,57.4610,-0.5535,0.0795,57.6997,-0.4910,0.0869,0.0168
0.0431,0.0320,57.5606,-0.5447,0.0801,57.7997,-0.4822,0.0874,0.0166
0.0425,0.0316,57.6602,-0.5358,0.0807,57.8997,-0.4735,0.0879,0.0164
0.0420,0.0312,57.7598,-0.5269,0.0814,57.9997,-0.4646,0.0883,0.0161
0.0414,0.0308,57.8594,-0.5179,0.0820,58.0997,-0.4558,0.0888,0.0159
0.0409,0.0303,57.9590,-0.5089,0.0826,58.1997,-0.4468,0.0892,0.0157
0.0403,0.0299,58.0586,-0.4998,0.0832,58.2997,-0.4379,0.0897,0.0155
0.0397,0.0295,58.1582,-0.4907,0.0838,58.3997,-0.4288,0.0901,0.0152
0.0392,0.0291,58.2578,-0.4816,0.0844,58.4997,-0.4198,0.0905,0.0150
0.0386,0.0287,58.3573,-0.4723,0.0850,58.5997,-0.4107,0.0909,0.0148
0.0380,0.0282,58.4569,-0.4631,0.0856,58.6997,-0.4016,0.0913,0.0145
0.0374,0.0278,58.5565,-0.4538,0.0861,58.7997,-0.3924,0.0917,0.0143
0.0368,0.0274,58.6560,-0.4444,0.0867,58.8997,-0.3832,0.0921,0.0141
0.0362,0.0269,58.7556,-0.4350,0.0872,58.9997,-0.3739,0.0925,0.0138
0.0356,0.0265,58.8552,-0.4256,0.0878,59.0997,-0.3646,0.0928,0.0136
0.0351,0.0260,58.9547,-0.4161,0.0883,59.1997,-0.3553,0.0932,0.0134
0.0344,0.0256,59.0543,-0.4066,0.0888,59.2997,-0.3459,0.0936,0.0131
0.0338,0.0251,59.1538,-0.3971,0.0893,59.3997,-0.3365,0.0939,0.0129
0.0332,0.0247,59.2534,-0.3875,0.0898,59.4997,-0.3271,0.0942,0.0126
0.0326,0.0242,59.3529,-0.3778,0.0903,59.5997,-0.3176,0.0945,0.0124
0.0320,0.0238,59.4524,-0.3682,0.0908,59.6997,-0.3081,0.0948,0.0121
0.0314,0.0233,59.5520,-0.3585,0.0913,59.7997,-0.2986,0.0951,0.0119
0.0308,0.0229,59.6515,-0.3487,0.0918,59.8997,-0.2890,0.0954,0.0116
0.0302,0.0224,59.7510,-0.3389,0.0922,59.9997,-0.2794,0.0957,0.0114
0.0295,0.0220,59.8505,-0.3291,0.0927,60.0997,-0.2698,0.0960,0.0111
0.0289,0.0215,59.9500,-0.3193,0.0931,60.1997,-0.2602,0.0963,0.0109
0.0283,0.0210,60.0495,-0.3094,0.0935,60.2997,-0.2505,0.0965,0.0106
0.0276,0.0206,60.1491,-0.2995,0.0940,60.3997,-0.2408,0.0968,0.0104
0.0270,0.0201,60.2486,-0.2896,0.0944,60.4996,-0.2311,0.0970,0.0101
0.0264,0.0196,60.3481,-0.2796,0.0948,60.5996,-0.2214,0.0972,0.0099
0.0257,0.0191,60.4476,-0.2696,0.0952,60.6996,-0.2116,0.0974,0.0096
0.0251,0.0187,60.5471,-0.2596,0.0955,60.7996,-0.2018,0.0976,0.0094
0.0244,0.0182,60.6466,-0.2496,0.0959,60.8996,-0.1920,0.0978,0.0091
0.0238,0.0177,60.7461,-0.2395,0.0963,60.9996,-0.1822,0.0980,0.0088
0.0231,0.0172,60.8456,-0.2294,0.0966,61.0996,-0.1724,0.0982,0.0086
0.0225,0.0167,60.9450,-0.2193,0.0970,61.1996,-0.1625,0.0984,0.0083
0.0218,0.0163,61.0445,-0.2092,0.0973,61.2996,-0.1526,0.0985,0.0081
0.0212,0.0158,61.1440,-0.1990,0.0976,61.3996,-0.1427,0.0987,0.0078
0.0205,0.0153,61.2435,-0.1889,0.0980,61.4996,-0.1328,0.0988,0.0075
0.0199,0.0148,61.3430,-0.1787,0.0983,61.5996,-0.1229,0.0989,0.0073
0.0192,0.0143,61.4425,-0.1685,0.0986,61.6996,-0.1130,0.0990,0.0070
0.0185,0.0138,61.5419,-0.1583,0.0988,61.7996,-0.1030,0.0991,0.0068
0.0179,0.0133,61.6414,-0.1480,0.0991,61.8996,-0.0931,0.0992,0.0065
0.0172,0.0128,61.7409,-0.1378,0.0994,61.9996,-0.0831,0.0993,0.0062
0.0165,0.0123,61.8404,-0.1275,0.0996,62.0996,-0.0732,0.0994,0.0060
0.0159,0.0118,61.9398,-0.1172,0.0999,62.1996,-0.0632,0.0995,0.0057
0.0152,0.0113,62.0393,-0.1069,0.1001,62.2996,-0.0532,0.0995,0.0054
0.0145,0.0108,62.1388,-0.0966,0.1004,62.3996,-0.0432,0.0996,0.0052
0.0138,0.0103,62.2382,-0.0863,0.1006,62.4996,-0.0332,0.0996,0.0049
0.0132,0.0098,62.3377,-0.0760,0.1008,62.5996,-0.0232,0.0996,0.0046
0.0125,0.0093,62.4372,-0.0657,0.1010,62.6996,-0.0132,0.0997,0.0043
0.0118,0.0088,62.5366,-0.0554,0.1012,62.7996,-0.0032,0.0997,0.0041
0.0111,0.0083,62.6361,-0.0450,0.1013,62.8996,0.0068,0.0997,0.0038
0.0105,0.0078,62.7356,-0.0347,0.1015,62.9996,0.0168,0.0997,0.0035
0.0098,0.0073,62.8350,-0.0243,0.1017,63.0996,0.0268,0.0996,0.0033
0.0091,0.0068,62.9345,-0.0140,0.1018,63.1996,0.0368,0.0996,0.0030
0.0084,0.0063,63.0339,-0.0037,0.1019,63.2996,0.0468,0.0996,0.0027
0.0077,0.0058,63.1334,0.0067,0.1021,63.3996,0.0567,0.0995,0.0025
0.0071,0.0053,63.2329,0.0170,0.1022,63.4996,0.0667,0.0994,0.0022
0.0064,0.0048,63.3323,0.0274,0.1023,63.5996,0.0767,0.0994,0.0019
0.0057,0.0043,63.4318,0.0377,0.1024,63.6996,0.0867,0.0993,0.0016
0.0050,0.0038,63.5313,0.0480,0.1025,63.7996,0.0966,0.0992,0.0014
0.0043,0.0033,63.6307,0.0584,0.1026,63.8996,0.1066,0.0991,0.0011
0.0036,0.0028,63.7302,0.0687,0.1026,63.9996,0.1165,0.0990,0.0008
0.0029,0.0023,63.8297,0.0790,0.1027,64.0996,0.1264,0.0989,0.0006
0.0023,0.0018,63.9291,0.0893,0.1027,64.1996,0.1363,0.0987,0.0003
0.0016,0.0013,64.0286,0.0996,0.1028,64.2996,0.1462,0.0986,0.0000
0.0009,0.0008,64.1281,0.1099,0.1028,64.3996,0.1561,0.0985,-0.0003
0.0002,0.0002,64.2275,0.1202,0.1028,64.4996,0.1660,0.0983,-0.0005
-0.0005,-0.0003,64.3270,0.1304,0.1028,64.5996,0.1759,0.0981,-0.0008
-0.0012,-0.0008,64.4265,0.1407,0.1028,64.6996,0.1857,0.0979,-0.0011
-0.0019,-0.0013,64.5260,0.1509,0.1028,64.7996,0.1955,0.0978,-0.0013
-0.0025,-0.0018,64.6254,0.1612,0.1028,64.8996,0.2053,0.0976,-0.0016
-0.0032,-0.0023,64.7249,0.1714,0.1027,64.9996,0.2151,0.0974,-0.0019
-0.0039,-0.0028,64.8244,0.1816,0.1027,65.0996,0.2248,0.0971,-0.0022
-0.0046,-0.0033,64.9239,0.1917,0.1026,65.1996,0.2346,0.0969,-0.0024
-0.0053,-0.0038,65.0234,0.2019,0.1025,65.2996,0.2443,0.0967,-0.0027
-0.0060,-0.0043,65.1228,0.2120,0.1025,65.3996,0.2540,0.0964,-0.0030
-0.0066,-0.0048,65.2223,0.2221,0.1024,65.4996,0.2636,0.0962,-0.0032
-0.0073,-0.0053,65.3218,0.2322,0.1023,65.5996,0.2733,0.0959,-0.0035
-0.0080,-0.0058,65.4213,0.2423,0.1022,65.6996,0.2829,0.0956,-0.0038
-0.0087,-0.0063,65.5208,0.2523,0.1021,65.7996,0.2924,0.0953,-0.0040
-0.0094,-0.0068,65.6203,0.2623,0.1019,65.8996,0.3020,0.0950,-0.0043
-0.0100,-0.0073,65.7198,0.2723,0.1018,65.9996,0.3115,0.0947,-0.0046
-0.0107,-0.0078,65.8193,0.2823,0.1017,66.0996,0.3210,0.0944,-0.0048
-0.0114,-0.0083,65.9188,0.2922,0.1015,66.1996,0.3304,0.0941,-0.0051
-0.0121,-0.0088,66.0183,0.3021,0.1013,66.2996,0.3399,0.0938,-0.0054
-0.0127,-0.0093,66.1178,0.3120,0.1012,66.3996,0.3493,0.0934,-0.0056
-0.0134,-0.0098,66.2173,0.3218,0.1010,66.4996,0.3586,0.0931,-0.0059
-0.0141,-0.0103,66.3169,0.3317,0.1008,66.5996,0.3679,0.0927,-0.0062
-0.0148,-0.0108,66.4164,0.3414,0.1006,66.6996,0.3772,0.0923,-0.0064
-0.0154,-0.0113,66.5159,0.3512,0.1003,66.7996,0.3864,0.0920,-0.0067
-0.0161,-0.0118,66.6154,0.3609,0.1001,66.8996,0.3956,0.0916,-0.0070
-0.0168,-0.0123,66.7150,0.3706,0.0999,66.9995,0.4048,0.0912,-0.0072
-0.0174,-0.0128,66.8145,0.3802,0.0996,67.0995,0.4139,0.0908,-0.0075
-0.0181,-0.0133,66.9140,0.3898,0.0994,67.1995,0.4230,0.0904,-0.0078
-0.0187,-0.0138,67.0136,0.3994,0.0991,67.2995,0.4321,0.0899,-0.0080
-0.0194,-0.0143,67.1131,0.4089,0.0988,67.3995,0.4411,0.0895,-0.0083
-0.0201,-0.0148,67.2127,0.4184,0.0986,67.4995,0.4500,0.0891,-0.0085
-0.0207,-0.0152,67.3122,0.4278,0.0983,67.5995,0.4589,0.0886,-0.0088
-0.0214,-0.0157,67.4118,0.4372,0.0980,67.6995,0.4678,0.0882,-0.0090
-0.0220,-0.0162,67.5114,0.4466,0.0976,67.7995,0.4766,0.0877,-0.0093
-0.0227,-0.0167,67.6109,0.4559,0.0973,67.8995,0.4854,0.0872,-0.0096
-0.0233,-0.0172,67.7105,0.4651,0.0970,67.9995,0.4941,0.0867,-0.0098
-0.0240,-0.0177,67.8101,0.4744,0.0966,68.0995,0.5027,0.0862,-0.0101
-0.0246,-0.0181,67.9097,0.4835,0.0963,68.1995,0.5114,0.0857,-0.0103
-0.0252,-0.0186,68.0092,0.4927,0.0959,68.2995,0.5199,0.0852,-0.0106
-0.0259,-0.0191,68.1088,0.5017,0.0956,68.3995,0.5284,0.0847,-0.0108
-0.0265,-0.0195,68.2084,0.5108,0.0952,68.4995,0.5369,0.0842,-0.0111
-0.0271,-0.0200,68.3080,0.5197,0.0948,68.5995,0.5453,0.0836,-0.0113
-0.0278,-0.0205,68.4076,0.5287,0.0944,68.6995,0.5537,0.0831,-0.0116
-0.0284,-0.0209,68.5072,0.5375,0.0940,68.7995,0.5620,0.0825,-0.0118
-0.0290,-0.0214,68.6068,0.5464,0.0936,68.8995,0.5702,0.0820,-0.0120
-0.0296,-0.0219,68.7065,0.5551,0.0931,68.9995,0.5784,0.0814,-0.0123
-0.0303,-0.0223,68.8061,0.5638,0.0927,69.0995,0.5865,0.0808,-0.0125
-0.0309,-0.0228,68.9057,0.5725,0.0922,69.1995,0.5946,0.0802,-0.0128
-0.0315,-0.0232,69.0053,0.5811,0.0918,69.2995,0.6026,0.0796,-0.0130
-0.0321,-0.0237,69.1050,0.5896,0.0913,69.3995,0.6106,0.0790,-0.0133
-0.0327,-0.0241,69.2046,0.5981,0.0908,69.4995,0.6184,0.0784,-0.0135
-0.0333,-0.0246,69.3043,0.6065,0.0904,69.5995,0.6263,0.0778,-0.0137
-0.0339,-0.0250,69.4039,0.6149,0.0899,69.6995,0.6340,0.0772,-0.0140
-0.0345,-0.0255,69.5036,0.6232,0.0894,69.7995,0.6417,0.0765,-0.0142
-0.0351,-0.0259,69.6032,0.6314,0.0889,69.8995,0.6494,0.0759,-0.0144
-0.0357,-0.0263,69.7029,0.6396,0.0883,69.9995,0.6569,0.0753,-0.0147
-0.0363,-0.0268,69.8026,0.6477,0.0878,70.0995,0.6645,0.0746,-0.0149
-0.0369,-0.0272,69.9023,0.6557,0.0873,70.1995,0.6719,0.0739,-0.0151
-0.0374,-0.0276,70.0019,0.6637,0.0867,70.2995,0.6793,0.0733,-0.0153
-0.0380,-0.0281,70.1016,0.6716,0.0862,70.3995,0.6866,0.0726,-0.0156
-0.0386,-0.0285,70.2013,0.6795,0.0856,70.4995,0.6938,0.0719,-0.0158
-0.0392,-0.0289,70.3010,0.6873,0.0851,70.5995,0.7010,0.0712,-0.0160
-0.0397,-0.0293,70.4007,0.6950,0.0845,70.6995,0.7081,0.0705,-0.0162
-0.0403,-0.0298,70.5004,0.7026,0.0839,70.7995,0.7151,0.0698,-0.0165
-0.0408,-0.0302,70.6001,0.7102,0.0833,70.8995,0.7221,0.0691,-0.0167
-0.0414,-0.0306,70.6999,0.7177,0.0827,70.9995,0.7289,0.0684,-0.0169
-0.0419,-0.0310,70.7996,0.7251,0.0821,71.0995,0.7357,0.0676,-0.0171
-0.0425,-0.0314,70.8993,0.7325,0.0815,71.1995,0.7425,0.0669,-0.0173
-0.0430,-0.0318,70.9991,0.7398,0.0808,71.2995,0.7491,0.0661,-0.0175
-0.0436,-0.0322,71.0988,0.7470,0.0802,71.3995,0.7557,0.0654,-0.0177
-0.0441,-0.0326,71.1986,0.7542,0.0795,71.4995,0.7622,0.0646,-0.0179
-0.0446,-0.0330,71.2983,0.7612,0.0789,71.5995,0.7687,0.0639,-0.0181
-0.0452,-0.0334,71.3981,0.7682,0.0782,71.6995,0.7750,0.0631,-0.0184
-0.0457,-0.0338,71.4978,0.7751,0.0776,71.7995,0.7813,0.0623,-0.0186
-0.0462,-0.0341,71.5976,0.7820,0.0769,71.8995,0.7875,0.0616,-0.0188
-0.0467,-0.0345,71.6974,0.7887,0.0762,71.9995,0.7936,0.0608,-0.0190
-0.0472,-0.0349,71.7972,0.7954,0.0755,72.0995,0.7997,0.0600,-0.0192
-0.0477,-0.0353,71.8969,0.8020,0.0748,72.1995,0.8056,0.0592,-0.0193
-0.0482,-0.0356,71.9967,0.8085,0.0741,72.2995,0.8115,0.0584,-0.0195
-0.0487,-0.0360,72.0965,0.8150,0.0734,72.3995,0.8173,0.0576,-0.0197
-0.0492,-0.0364,72.1963,0.8213,0.0727,72.4995,0.8231,0.0567,-0.0199
-0.0497,-0.0367,72.2961,0.8276,0.0720,72.5995,0.8287,0.0559,-0.0201
-0.0502,-0.0371,72.3960,0.8338,0.0712,72.6995,0.8342,0.0551,-0.0203
-0.0506,-0.0374,72.4958,0.8399,0.0705,72.7995,0.8397,0.0542,-0.0205
-0.0511,-0.0378,72.5956,0.8460,0.0697,72.8995,0.8451,0.0534,-0.0207
-0.0516,-0.0381,72.6954,0.8519,0.0690,72.9995,0.8504,0.0526,-0.0208
-0.0520,-0.0385,72.7953,0.8578,0.0682,73.0995,0.8556,0.0517,-0.0210
-0.0525,-0.0388,72.8951,0.8636,0.0674,73.1995,0.8608,0.0509,-0.0212
-0.0529,-0.0391,72.9949,0.8693,0.0667,73.2995,0.8658,0.0500,-0.0214
-0.0534,-0.0395,73.0948,0.8749,0.0659,73.3995,0.8708,0.0491,-0.0215
-0.0538,-0.0398,73.1946,0.8804,0.0651,73.4995,0.8756,0.0483,-0.0217
-0.0542,-0.0401,73.2945,0.8858,0.0643,73.5994,0.8804,0.0474,-0.0219
-0.0547,-0.0404,73.3944,0.8912,0.0635,73.6994,0.8851,0.0465,-0.0220
-0.0551,-0.0407,73.4942,0.8964,0.0627,73.7994,0.8897,0.0456,-0.0222
-0.0555,-0.0411,73.5941,0.9016,0.0619,73.8994,0.8943,0.0447,-0.0224
-0.0559,-0.0414,73.6940,0.9067,0.0611,73.9994,0.8987,0.0438,-0.0225
-0.0563,-0.0417,73.7939,0.9116,0.0602,74.0994,0.9030,0.0429,-0.0227
-0.0567,-0.0420,73.8938,0.9165,0.0594,74.1994,0.9073,0.0420,-0.0228
-0.0571,-0.0423,73.9936,0.9213,0.0586,74.2994,0.9114,0.0411,-0.0230
-0.0575,-0.0425,74.0935,0.9260,0.0577,74.3994,0.9155,0.0402,-0.0231
-0.0579,-0.0428,74.1934,0.9307,0.0569,74.4994,0.9195,0.0393,-0.0233
-0.0583,-0.0431,74.2933,0.9352,0.0560,74.5994,0.9234,0.0384,-0.0234
-0.0587,-0.0434,74.3933,0.9396,0.0551,74.6994,0.9272,0.0374,-0.0236
-0.0590,-0.0437,74.4932,0.9440,0.0543,74.7994,0.9309,0.0365,-0.0237
-0.0594,-0.0439,74.5931,0.9482,0.0534,74.8994,0.9345,0.0356,-0.0238
-0.0597,-0.0442,74.6930,0.9524,0.0525,74.9994,0.9380,0.0347,-0.0240
-0.0601,-0.0445,74.7929,0.9564,0.0516,75.0994,0.9414,0.0337,-0.0241
-0.0604,-0.0447,74.8929,0.9604,0.0507,75.1994,0.9447,0.0328,-0.0242
-0.0608,-0.0450,74.9928,0.9642,0.0499,75.2994,0.9480,0.0318,-0.0244
-0.0611,-0.0452,75.0927,0.9680,0.0490,75.3994,0.9511,0.0309,-0.0245
-0.0614,-0.0455,75.1927,0.9717,0.0480,75.4994,0.9541,0.0299,-0.0246
-0.0618,-0.0457,75.2926,0.9753,0.0471,75.5994,0.9571,0.0290,-0.0247
-0.0621,-0.0459,75.3926,0.9787,0.0462,75.6994,0.9599,0.0280,-0.0249
-0.0624,-0.0462,75.4925,0.9821,0.0453,75.7994,0.9627,0.0271,-0.0250
-0.0627,-0.0464,75.5925,0.9854,0.0444,75.8994,0.9653,0.0261,-0.0251
-0.0630,-0.0466,75.6924,0.9886,0.0435,75.9994,0.9679,0.0251,-0.0252
-0.0633,-0.0468,75.7924,0.9917,0.0425,76.0994,0.9704,0.0242,-0.0253
-0.0635,-0.0470,75.8923,0.9947,0.0416,76.1994,0.9727,0.0232,-0.0254
-0.0638,-0.0472,75.9923,0.9975,0.0406,76.2994,0.9750,0.0222,-0.0255
-0.0641,-0.0474,76.0923,1.0003,0.0397,76.3994,0.9772,0.0212,-0.0256
-0.0644,-0.0476,76.1922,1.0030,0.0388,76.4994,0.9793,0.0203,-0.0257
-0.0646,-0.0478,76.2922,1.0056,0.0378,76.5994,0.9812,0.0193,-0.0258
-0.0649,-0.0480,76.3922,1.0081,0.0368,76.6994,0.9831,0.0183,-0.0259
-0.0651,-0.0482,76.4922,1.0105,0.0359,76.7994,0.9849,0.0173,-0.0260
-0.0653,-0.0484,76.5922,1.0128,0.0349,76.8994,0.9866,0.0163,-0.0261
-0.0656,-0.0485,76.6921,1.0150,0.0340,76.9994,0.9882,0.0153,-0.0262
-0.0658,-0.0487,76.7921,1.0170,0.0330,77.0994,0.9896,0.0144,-0.0263
-0.0660,-0.0489,76.8921,1.0190,0.0320,77.1994,0.9910,0.0134,-0.0263
-0.0662,-0.0490,76.9921,1.0209,0.0310,77.2994,0.9923,0.0124,-0.0264
-0.0664,-0.0492,77.0921,1.0227,0.0301,77.3994,0.9935,0.0114,-0.0265
-0.0666,-0.0493,77.1921,1.0244,0.0291,77.4994,0.9946,0.0104,-0.0266
-0.0668,-0.0495,77.2921,1.0259,0.0281,77.5994,0.9956,0.0094,-0.0266
-0.0670,-0.0496,77.3921,1.0274,0.0271,77.6994,0.9965,0.0084,-0.0267
-0.0672,-0.0497,77.4921,1.0288,0.0261,77.7994,0.9973,0.0074,-0.0268
-0.0674,-0.0499,77.5921,1.0300,0.0251,77.8994,0.9979,0.0064,-0.0268
-0.0675,-0.0500,77.6921,1.0312,0.0241,77.9994,0.9985,0.0054,-0.0269
-0.0677,-0.0501,77.7921,1.0323,0.0231,78.0994,0.9990,0.0044,-0.0270
-0.0678,-0.0502,77.8921,1.0332,0.0221,78.1994,0.9994,0.0034,-0.0270
-0.0680,-0.0503,77.9921,1.0341,0.0211,78.2994,0.9997,0.0024,-0.0271
-0.0681,-0.0504,78.0921,1.0348,0.0201,78.3994,0.9999,0.0014,-0.0271
-0.0683,-0.0505,78.1921,1.0355,0.0191,78.4994,1.0000,0.0004,-0.0272
-0.0684,-0.0506,78.2921,1.0360,0.0181,78.5994,1.0000,-0.0006,-0.0272
-0.0685,-0.0507,78.3921,1.0365,0.0171,78.6994,0.9999,-0.0016,-0.0272
-0.0686,-0.0508,78.4922,1.0368,0.0160,78.7994,0.9997,-0.0026,-0.0273
-0.0687,-0.0509,78.5922,1.0370,0.0150,78.8994,0.9994,-0.0036,-0.0273
-0.0688,-0.0509,78.6922,1.0372,0.0140,78.9994,0.9989,-0.0046,-0.0273
-0.0689,-0.0510,78.7922,1.0372,0.0130,79.0994,0.9984,-0.0056,-0.0274
-0.0690,-0.0511,78.8922,1.0371,0.0120,79.1994,0.9978,-0.0066,-0.0274
-0.0690,-0.0511,78.9922,1.0369,0.0110,79.2994,0.9971,-0.0076,-0.0274
-0.0691,-0.0512,79.0922,1.0366,0.0099,79.3994,0.9963,-0.0086,-0.0274
-0.0692,-0.0512,79.1922,1.0362,0.0089,79.4994,0.9954,-0.0096,-0.0275
-0.0692,-0.0513,79.2922,1.0358,0.0079,79.5994,0.9944,-0.0106,-0.0275
-0.0693,-0.0513,79.3922,1.0352,0.0069,79.6994,0.9933,-0.0116,-0.0275
-0.0693,-0.0513,79.4922,1.0345,0.0058,79.7994,0.9921,-0.0126,-0.0275
-0.0693,-0.0514,79.5922,1.0337,0.0048,79.8994,0.9908,-0.0136,-0.0275
-0.0694,-0.0514,79.6923,1.0327,0.0038,79.9994,0.9894,-0.0145,-0.0275
-0.0694,-0.0514,79.7923,1.0317,0.0028,80.0993,0.9879,-0.0155,-0.0275
-0.0694,-0.0514,79.8923,1.0306,0.0017,80.1993,0.9863,-0.0165,-0.0275
-0.0694,-0.0514,79.9923,1.0294,0.0007,80.2993,0.9846,-0.0175,-0.0275
-0.0694,-0.0514,80.0923,1.0281,-0.0003,80.3993,0.9828,-0.0185,-0.0275
-0.0694,-0.0514,80.1923,1.0267,-0.0014,80.4993,0.9809,-0.0195,-0.0275
-0.0694,-0.0514,80.2923,1.0251,-0.0024,80.5993,0.9789,-0.0204,-0.0275
-0.0694,-0.0514,80.3923,1.0235,-0.0034,80.6993,0.9768,-0.0214,-0.0275
-0.0693,-0.0513,80.4923,1.0218,-0.0044,80.7993,0.9746,-0.0224,-0.0274
-0.0693,-0.0513,80.5922,1.0200,-0.0055,80.8993,0.9723,-0.0234,-0.0274
-0.0692,-0.0513,80.6922,1.0180,-0.0065,80.9993,0.9699,-0.0243,-0.0274
-0.0692,-0.0512,80.7922,1.0160,-0.0075,81.0993,0.9674,-0.0253,-0.0274
-0.0691,-0.0512,80.8922,1.0139,-0.0085,81.1993,0.9648,-0.0263,-0.0273
-0.0691,-0.0512,80.9922,1.0116,-0.0096,81.2993,0.9622,-0.0272,-0.0273
-0.0690,-0.0511,81.0922,1.0093,-0.0106,81.3993,0.9594,-0.0282,-0.0273
-0.0689,-0.0510,81.1922,1.0068,-0.0116,81.4993,0.9565,-0.0292,-0.0272
-0.0688,-0.0510,81.2921,1.0043,-0.0126,81.5993,0.9536,-0.0301,-0.0272
-0.0687,-0.0509,81.3921,1.0017,-0.0137,81.6993,0.9505,-0.0311,-0.0271
-0.0686,-0.0508,81.4921,0.9989,-0.0147,81.7993,0.9473,-0.0320,-0.0271
-0.0685,-0.0508,81.5921,0.9961,-0.0157,81.8993,0.9441,-0.0330,-0.0270
-0.0684,-0.0507,81.6920,0.9931,-0.0167,81.9993,0.9408,-0.0339,-0.0270
-0.0683,-0.0506,81.7920,0.9901,-0.0177,82.0993,0.9373,-0.0348,-0.0269
-0.0682,-0.0505,81.8919,0.9870,-0.0187,82.1993,0.9338,-0.0358,-0.0269
-0.0680,-0.0504,81.9919,0.9837,-0.0197,82.2993,0.9302,-0.0367,-0.0268
-0.0679,-0.0503,82.0919,0.9804,-0.0207,82.3993,0.9264,-0.0376,-0.0268
-0.0677,-0.0502,82.1918,0.9770,-0.0218,82.4993,0.9226,-0.0385,-0.0267
-0.0676,-0.0501,82.2917,0.9734,-0.0228,82.5993,0.9187,-0.0395,-0.0266
-0.0674,-0.0499,82.3917,0.9698,-0.0238,82.6993,0.9147,-0.0404,-0.0266
-0.0672,-0.0498,82.4916,0.9661,-0.0248,82.7993,0.9106,-0.0413,-0.0265
-0.0671,-0.0497,82.5916,0.9623,-0.0258,82.8993,0.9065,-0.0422,-0.0264
-0.0669,-0.0495,82.6915,0.9584,-0.0267,82.9993,0.9022,-0.0431,-0.0263
-0.0667,-0.0494,82.7914,0.9543,-0.0277,83.0993,0.8978,-0.0440,-0.0262
-0.0665,-0.0493,82.8914,0.9502,-0.0287,83.1993,0.8934,-0.0449,-0.0262
-0.0663,-0.0491,82.9913,0.9460,-0.0297,83.2993,0.8889,-0.0458,-0.0261
-0.0661,-0.0490,83.0912,0.9417,-0.0307,83.3993,0.8842,-0.0467,-0.0260
-0.0658,-0.0488,83.1911,0.9374,-0.0317,83.4993,0.8795,-0.0476,-0.0259
-0.0656,-0.0486,83.2910,0.9329,-0.0326,83.5993,0.8747,-0.0484,-0.0258
-0.0654,-0.0485,83.3909,0.9283,-0.0336,83.6993,0.8698,-0.0493,-0.0257
-0.0651,-0.0483,83.4908,0.9236,-0.0346,83.7993,0.8648,-0.0502,-0.0256
-0.0649,-0.0481,83.5907,0.9189,-0.0356,83.8993,0.8598,-0.0510,-0.0255
-0.0647,-0.0479,83.6906,0.9140,-0.0365,83.9993,0.8546,-0.0519,-0.0254
-0.0644,-0.0477,83.7905,0.9091,-0.0375,84.0993,0.8494,-0.0527,-0.0253
-0.0641,-0.0475,83.8904,0.9040,-0.0384,84.1993,0.8441,-0.0536,-0.0252
-0.0639,-0.0473,83.9902,0.8989,-0.0394,84.2993,0.8387,-0.0544,-0.0251
-0.0636,-0.0471,84.0901,0.8937,-0.0403,84.3993,0.8332,-0.0552,-0.0249
-0.0633,-0.0469,84.1900,0.8884,-0.0413,84.4993,0.8276,-0.0561,-0.0248
-0.0630,-0.0467,84.2898,0.8830,-0.0422,84.5993,0.8220,-0.0569,-0.0247
-0.0627,-0.0465,84.3897,0.8775,-0.0431,84.6993,0.8162,-0.0577,-0.0246
-0.0624,-0.0463,84.4896,0.8720,-0.0441,84.7993,0.8104,-0.0585,-0.0245
-0.0621,-0.0460,84.5894,0.8663,-0.0450,84.8993,0.8045,-0.0593,-0.0243
-0.0618,-0.0458,84.6892,0.8606,-0.0459,84.9993,0.7985,-0.0601,-0.0242
-0.0615,-0.0456,84.7891,0.8547,-0.0468,85.0993,0.7925,-0.0609,-0.0241
-0.0611,-0.0453,84.8889,0.8488,-0.0477,85.1993,0.7863,-0.0617,-0.0239
-0.0608,-0.0451,84.9887,0.8428,-0.0487,85.2993,0.7801,-0.0625,-0.0238
-0.0605,-0.0448,85.0886,0.8368,-0.0496,85.3993,0.7738,-0.0633,-0.0236
-0.0601,-0.0446,85.1884,0.8306,-0.0504,85.4993,0.7674,-0.0640,-0.0235
-0.0598,-0.0443,85.2882,0.8244,-0.0513,85.5993,0.7610,-0.0648,-0.0234
-0.0594,-0.0440,85.3880,0.8180,-0.0522,85.6993,0.7545,-0.0655,-0.0232
-0.0590,-0.0438,85.4878,0.8116,-0.0531,85.7993,0.7479,-0.0663,-0.0231
-0.0587,-0.0435,85.5876,0.8051,-0.0540,85.8993,0.7412,-0.0670,-0.0229
-0.0583,-0.0432,85.6874,0.7986,-0.0549,85.9993,0.7344,-0.0678,-0.0228
-0.0579,-0.0429,85.7872,0.7919,-0.0557,86.0993,0.7276,-0.0685,-0.0226
-0.0575,-0.0426,85.8870,0.7852,-0.0566,86.1993,0.7207,-0.0692,-0.0224
